"id","Name","Universe","Alignment","Eye_Color","Sex","GSM","Alive","AppearanceBin","Inaugural_Mo","Inaugural_Yr","IdentitiyStatus","URL","TotalAppearances"
384,"Karl Lykos (Earth-616)","marvel","Bad Characters","Brown Eyes","Male Characters","","Living Characters",1,"Aug",1969,"Secret Identity","https://marvel.fandom.com/Karl_Lykos_(Earth-616)",107
385,"Jason Macendale Jr. (Earth-616)","marvel","Bad Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Feb",1981,"Secret Identity","https://marvel.fandom.com/Jason_Macendale_Jr._(Earth-616)",107
386,"Clay Harder (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Mar",1948,"Public Identity","https://marvel.fandom.com/Clay_Harder_(Earth-616)",106
387,"Frigga (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"May",1963,"Secret Identity","https://marvel.fandom.com/Frigga_(Earth-616)",106
388,"Ikaris (Eternal) (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jul",1976,"Secret Identity","https://marvel.fandom.com/Ikaris_(Eternal)_(Earth-616)",106
389,"Jack Power (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Aug",1984,"Secret Identity","https://marvel.fandom.com/Jack_Power_(Earth-616)",106
390,"Katherine Power (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Aug",1984,"Secret Identity","https://marvel.fandom.com/Katherine_Power_(Earth-616)",106
391,"Sharon Ventura (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Sep",1985,"Secret Identity","https://marvel.fandom.com/Sharon_Ventura_(Earth-616)",105
392,"Nico Minoru (Earth-616)","marvel","Good Characters","Brown Eyes","Female Characters","","Living Characters",1,"Jul",2003,"Secret Identity","https://marvel.fandom.com/Nico_Minoru_(Earth-616)",105
393,"Clive Reston (Earth-616)","marvel","","Blue Eyes","Male Characters","","Living Characters",1,"Mar",1975,"Public Identity","https://marvel.fandom.com/Clive_Reston_(Earth-616)",104
394,"Idie Okonkwo (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Nov",2010,"Public Identity","https://marvel.fandom.com/Idie_Okonkwo_(Earth-616)",104
395,"Robert Frank (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Aug",1941,"Secret Identity","https://marvel.fandom.com/Robert_Frank_(Earth-616)",103
396,"Elizabeth Twoyoungmen (Earth-616)","marvel","Good Characters","Brown Eyes","Female Characters","","Living Characters",1,"Dec",1983,"Secret Identity","https://marvel.fandom.com/Elizabeth_Twoyoungmen_(Earth-616)",103
397,"Everett Thomas (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Sep",1994,"Secret Identity","https://marvel.fandom.com/Everett_Thomas_(Earth-616)",103
398,"Danger (Earth-616)","marvel","Good Characters","","Female Characters","","Living Characters",1,"Mar",2005,"No Dual Identity","https://marvel.fandom.com/Danger_(Earth-616)",103
399,"Dorrek VIII (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","Homosexual Characters","Living Characters",1,"Apr",2005,"Public Identity","https://marvel.fandom.com/Dorrek_VIII_(Earth-616)",103
400,"Amadeus Cho (Earth-616)","marvel","Good Characters","Black Eyes","Male Characters","","Living Characters",1,"Jan",2006,"No Dual Identity","https://marvel.fandom.com/Amadeus_Cho_(Earth-616)",103
401,"Phillip Masters (Earth-616)","marvel","Bad Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Nov",1962,"Public Identity","https://marvel.fandom.com/Phillip_Masters_(Earth-616)",102
402,"Joshua Foley (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Nov",2003,"Secret Identity","https://marvel.fandom.com/Joshua_Foley_(Earth-616)",101
403,"Karl Mordo (Earth-616)","marvel","Bad Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Aug",1963,"Secret Identity","https://marvel.fandom.com/Karl_Mordo_(Earth-616)",100
404,"Eternity (Earth-616)","marvel","Neutral Characters","Black Eyes","","","Living Characters",1,"Nov",1965,"Secret Identity","https://marvel.fandom.com/Eternity_(Earth-616)",100
405,"William Foster (Earth-616)","marvel","","Brown Eyes","Male Characters","","Deceased Characters",1,"Sep",1966,"Secret Identity","https://marvel.fandom.com/William_Foster_(Earth-616)",100
406,"Leiko Wu (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",1,"Oct",1975,"Secret Identity","https://marvel.fandom.com/Leiko_Wu_(Earth-616)",100
407,"Chase Stein (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jul",2003,"No Dual Identity","https://marvel.fandom.com/Chase_Stein_(Earth-616)",100
408,"Louise Grant (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Sep",1946,"Secret Identity","https://marvel.fandom.com/Louise_Grant_(Earth-616)",99
409,"Grand Vizier (Asgard) (Earth-616)","marvel","Good Characters","","Male Characters","","Living Characters",1,"Sep",1965,"Secret Identity","https://marvel.fandom.com/Grand_Vizier_(Asgard)_(Earth-616)",99
410,"Pyreus Kril (Earth-616)","marvel","Neutral Characters","White Eyes","Male Characters","","Living Characters",1,"Jul",1974,"Secret Identity","https://marvel.fandom.com/Pyreus_Kril_(Earth-616)",99
411,"Acroyear (Earth-616)","marvel","Good Characters","Grey Eyes","Male Characters","","Living Characters",1,"Jan",1979,"No Dual Identity","https://marvel.fandom.com/Acroyear_(Earth-616)",99
412,"Yuriko Oyama (Earth-616)","marvel","Bad Characters","Brown Eyes","Female Characters","","Living Characters",1,"Aug",1983,"Secret Identity","https://marvel.fandom.com/Yuriko_Oyama_(Earth-616)",99
413,"Elijah Bradley (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Apr",2005,"Secret Identity","https://marvel.fandom.com/Elijah_Bradley_(Earth-616)",99
414,"Frankie Raye (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Nov",1975,"Secret Identity","https://marvel.fandom.com/Frankie_Raye_(Earth-616)",98
415,"Jimaine Szardos (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Apr",1976,"Secret Identity","https://marvel.fandom.com/Jimaine_Szardos_(Earth-616)",98
416,"Bethany Cabe (Earth-616)","marvel","Good Characters","Green Eyes","Female Characters","","Living Characters",1,"Dec",1978,"No Dual Identity","https://marvel.fandom.com/Bethany_Cabe_(Earth-616)",98
417,"Phillip Urich (Earth-616)","marvel","Bad Characters","Green Eyes","Male Characters","","Living Characters",1,"Jun",1995,"Secret Identity","https://marvel.fandom.com/Phillip_Urich_(Earth-616)",98
418,"Delroy Garrett Jr. (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Sep",1998,"Secret Identity","https://marvel.fandom.com/Delroy_Garrett_Jr._(Earth-616)",98
419,"Anya Corazon (Earth-616)","marvel","Good Characters","Brown Eyes","Female Characters","","Living Characters",1,"Aug",2004,"Public Identity","https://marvel.fandom.com/Anya_Corazon_(Earth-616)",98
420,"Victoria Hand (Earth-616)","marvel","Neutral Characters","Hazel Eyes","Female Characters","Homosexual Characters","Deceased Characters",1,"Feb",2009,"No Dual Identity","https://marvel.fandom.com/Victoria_Hand_(Earth-616)",98
421,"Margaret Carter (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",1,"Mar",1966,"Public Identity","https://marvel.fandom.com/Margaret_Carter_(Earth-616)",97
422,"Clay Quartermain (Earth-616)","marvel","","Blue Eyes","Male Characters","","Deceased Characters",1,"Dec",1967,"No Dual Identity","https://marvel.fandom.com/Clay_Quartermain_(Earth-616)",97
423,"Ghost (Earth-616)","marvel","Neutral Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jun",1987,"Secret Identity","https://marvel.fandom.com/Ghost_(Earth-616)",97
424,"Jill Stacy (Earth-616)","marvel","Neutral Characters","Blue Eyes","Female Characters","","Living Characters",1,"Jan",1997,"Public Identity","https://marvel.fandom.com/Jill_Stacy_(Earth-616)",97
425,"Abigail Brand (Earth-616)","marvel","Good Characters","Green Eyes","Female Characters","","Living Characters",1,"Sep",2004,"Secret Identity","https://marvel.fandom.com/Abigail_Brand_(Earth-616)",97
426,"Carlie Cooper (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Jan",2008,"No Dual Identity","https://marvel.fandom.com/Carlie_Cooper_(Earth-616)",97
427,"Paul Duval (Earth-616)","marvel","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Aug",1964,"Secret Identity","https://marvel.fandom.com/Paul_Duval_(Earth-616)",96
428,"Blastaar (Earth-616)","marvel","Bad Characters","Grey Eyes","Male Characters","","Living Characters",1,"May",1967,"Secret Identity","https://marvel.fandom.com/Blastaar_(Earth-616)",96
429,"Jericho Drumm (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Sep",1973,"Public Identity","https://marvel.fandom.com/Jericho_Drumm_(Earth-616)",96
430,"Ruth Aldine (Earth-616)","marvel","Good Characters","","Female Characters","","Living Characters",1,"Jan",2005,"Secret Identity","https://marvel.fandom.com/Ruth_Aldine_(Earth-616)",96
431,"Azura (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Aug",1940,"Secret Identity","https://marvel.fandom.com/Azura_(Earth-616)",95
432,"Cyclone (Horse) (Earth-616)","marvel","Good Characters","","Male Characters","","Living Characters",1,"Mar",1948,"Public Identity","https://marvel.fandom.com/Cyclone_(Horse)_(Earth-616)",95
433,"Matthew Masters (Earth-616)","marvel","Good Characters","","Male Characters","","Living Characters",1,"Dec",1948,"Secret Identity","https://marvel.fandom.com/Matthew_Masters_(Earth-616)",95
434,"Luna Maximoff (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Mar",1982,"No Dual Identity","https://marvel.fandom.com/Luna_Maximoff_(Earth-616)",95
435,"Silhouette Chord (Earth-616)","marvel","Good Characters","Brown Eyes","Female Characters","","Living Characters",1,"Aug",1990,"Secret Identity","https://marvel.fandom.com/Silhouette_Chord_(Earth-616)",95
436,"Attuma (Earth-616)","marvel","Bad Characters","Brown Eyes","Male Characters","","Living Characters",1,"Dec",1964,"No Dual Identity","https://marvel.fandom.com/Attuma_(Earth-616)",94
437,"Sally Blevins (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Aug",1986,"Secret Identity","https://marvel.fandom.com/Sally_Blevins_(Earth-616)",94
438,"James Sanders (Earth-616)","marvel","Neutral Characters","Brown Eyes","Male Characters","","Living Characters",1,"Oct",1969,"Secret Identity","https://marvel.fandom.com/James_Sanders_(Earth-616)",93
439,"Denis Nayland Smith (Earth-616)","marvel","Good Characters","","Male Characters","","Deceased Characters",1,"Dec",1973,"Secret Identity","https://marvel.fandom.com/Denis_Nayland_Smith_(Earth-616)",93
440,"Andreas von Strucker (Earth-616)","marvel","Neutral Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Jun",1985,"Secret Identity","https://marvel.fandom.com/Andreas_von_Strucker_(Earth-616)",93
441,"Patricia Tilby (Earth-616)","marvel","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Aug",1986,"Public Identity","https://marvel.fandom.com/Patricia_Tilby_(Earth-616)",93
442,"Michael Collins (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Jul",1990,"Secret Identity","https://marvel.fandom.com/Michael_Collins_(Earth-616)",93
443,"Groot (Earth-616)","marvel","Good Characters","Black Eyes","Male Characters","","Living Characters",1,"Nov",1960,"No Dual Identity","https://marvel.fandom.com/Groot_(Earth-616)",92
444,"Vashti Cleito-Son (Earth-616)","marvel","Good Characters","","Male Characters","","Living Characters",1,"Sep",1965,"Secret Identity","https://marvel.fandom.com/Vashti_Cleito-Son_(Earth-616)",92
445,"Eric Williams (Earth-616)","marvel","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"May",1968,"Public Identity","https://marvel.fandom.com/Eric_Williams_(Earth-616)",92
446,"Gaea (Earth-616)","marvel","Good Characters","","Female Characters","","Living Characters",1,"Feb",1975,"Secret Identity","https://marvel.fandom.com/Gaea_(Earth-616)",92
447,"Raza Longknife (Earth-616)","marvel","Neutral Characters","One Eye","Male Characters","","Living Characters",1,"Oct",1977,"Secret Identity","https://marvel.fandom.com/Raza_Longknife_(Earth-616)",92
448,"Rom (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Dec",1979,"Public Identity","https://marvel.fandom.com/Rom_(Earth-616)",92
449,"Selene Gallio (Earth-616)","marvel","Bad Characters","Brown Eyes","Female Characters","","Living Characters",1,"Nov",1983,"Secret Identity","https://marvel.fandom.com/Selene_Gallio_(Earth-616)",92
450,"Norman Harold Osborn (Earth-616)","marvel","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Apr",1985,"No Dual Identity","https://marvel.fandom.com/Norman_Harold_Osborn_(Earth-616)",92
451,"Michiko Musashi (Earth-616)","marvel","Good Characters","Brown Eyes","Female Characters","","Living Characters",1,"Oct",1992,"Secret Identity","https://marvel.fandom.com/Michiko_Musashi_(Earth-616)",92
452,"Skaar (Earth-616)","marvel","Good Characters","Green Eyes","Male Characters","","Living Characters",1,"Jan",2008,"No Dual Identity","https://marvel.fandom.com/Skaar_(Earth-616)",92
453,"Ulik (Earth-616)","marvel","Bad Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Feb",1967,"Public Identity","https://marvel.fandom.com/Ulik_(Earth-616)",91
454,"Roxanne Simpson (Earth-616)","marvel","Good Characters","","Female Characters","","Deceased Characters",1,"Aug",1972,"Secret Identity","https://marvel.fandom.com/Roxanne_Simpson_(Earth-616)",91
455,"Sinthea Shmidt (Earth-616)","marvel","Bad Characters","Brown Eyes","Female Characters","","Living Characters",1,"Feb",1984,"Public Identity","https://marvel.fandom.com/Sinthea_Shmidt_(Earth-616)",91
456,"George Washington Bridge (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Aug",1991,"Secret Identity","https://marvel.fandom.com/George_Washington_Bridge_(Earth-616)",91
457,"Molly Hayes (Earth-616)","marvel","Good Characters","Green Eyes","Female Characters","","Living Characters",1,"Jul",2003,"Secret Identity","https://marvel.fandom.com/Molly_Hayes_(Earth-616)",90
458,"Klaus Voorhees (Earth-616)","marvel","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Nov",1963,"Public Identity","https://marvel.fandom.com/Klaus_Voorhees_(Earth-616)",89
459,"Vanisher (Earth-616)","marvel","Neutral Characters","Green Eyes","Male Characters","","Living Characters",1,"Nov",1963,"Secret Identity","https://marvel.fandom.com/Vanisher_(Earth-616)",89
460,"Skurge (Earth-616)","marvel","Bad Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Apr",1964,"Secret Identity","https://marvel.fandom.com/Skurge_(Earth-616)",88
461,"Arthur Parks (Earth-616)","marvel","Bad Characters","Variable Eyes","Male Characters","","Living Characters",1,"Nov",1966,"","https://marvel.fandom.com/Arthur_Parks_(Earth-616)",88
462,"Bernadette Rosenthal (Earth-616)","marvel","","Green Eyes","Female Characters","","Living Characters",1,"Jul",1980,"No Dual Identity","https://marvel.fandom.com/Bernadette_Rosenthal_(Earth-616)",88
463,"Nathan Lubensky (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Oct",1980,"Public Identity","https://marvel.fandom.com/Nathan_Lubensky_(Earth-616)",87
464,"David Haller (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Mar",1985,"Secret Identity","https://marvel.fandom.com/David_Haller_(Earth-616)",87
465,"Lemar Hoskins (Earth-616)","marvel","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Nov",1986,"Secret Identity","https://marvel.fandom.com/Lemar_Hoskins_(Earth-616)",87
466,"Donald Pierce (Earth-616)","marvel","Bad Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Jan",1980,"Secret Identity","https://marvel.fandom.com/Donald_Pierce_(Earth-616)",86
467,"Joseph Chapman (Earth-616)","marvel","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jan",1981,"Secret Identity","https://marvel.fandom.com/Joseph_Chapman_(Earth-616)",86
